timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,IdleTime,Connect
1711791354719,508,HTTP Request,200,OK,Thread Group 1-137,text,true,,27997,185,51,51,https://api.github.com/users,138.json,441,0,123
1711791354749,479,HTTP Request,200,OK,Thread Group 1-140,text,true,,28000,185,51,51,https://api.github.com/users,139.json,422,0,113
1711791354758,520,HTTP Request,200,OK,Thread Group 1-141,text,true,,27998,185,53,53,https://api.github.com/users,140.json,458,0,130
1711791354821,485,HTTP Request,200,OK,Thread Group 1-147,text,true,,28000,185,55,55,https://api.github.com/users,141.json,432,0,118
1711791354789,528,HTTP Request,200,OK,Thread Group 1-144,text,true,,27997,185,55,55,https://api.github.com/users,143.json,464,0,137
1711791354829,489,HTTP Request,200,OK,Thread Group 1-148,text,true,,28000,185,55,55,https://api.github.com/users,144.json,438,0,117
1711791354809,507,HTTP Request,200,OK,Thread Group 1-146,text,true,,27997,185,55,55,https://api.github.com/users,142.json,446,0,130
1711791354800,526,HTTP Request,200,OK,Thread Group 1-145,text,true,,27997,185,53,53,https://api.github.com/users,145.json,467,0,139
1711791354770,570,HTTP Request,200,OK,Thread Group 1-142,text,true,,27997,185,54,54,https://api.github.com/users,146.json,508,0,133
1711791354840,506,HTTP Request,200,OK,Thread Group 1-149,text,true,,28000,185,53,53,https://api.github.com/users,147.json,456,0,107
1711791354869,490,HTTP Request,200,OK,Thread Group 1-152,text,true,,28000,185,54,54,https://api.github.com/users,148.json,437,0,109
1711791354860,512,HTTP Request,200,OK,Thread Group 1-151,text,true,,28000,185,54,54,https://api.github.com/users,149.json,456,0,118
1711791354850,536,HTTP Request,200,OK,Thread Group 1-150,text,true,,28000,185,54,54,https://api.github.com/users,150.json,472,0,142
1711791354731,660,HTTP Request,200,OK,Thread Group 1-138,text,true,,27998,185,54,54,https://api.github.com/users,151.json,457,0,127
1711791354909,512,HTTP Request,200,OK,Thread Group 1-156,text,true,,28000,185,56,56,https://api.github.com/users,152.json,450,0,127
1711791354920,501,HTTP Request,200,OK,Thread Group 1-157,text,true,,27997,185,56,56,https://api.github.com/users,153.json,452,0,111
1711791354959,480,HTTP Request,200,OK,Thread Group 1-161,text,true,,28000,185,56,56,https://api.github.com/users,154.json,430,0,112
1711791354940,509,HTTP Request,200,OK,Thread Group 1-159,text,true,,28000,185,55,55,https://api.github.com/users,155.json,449,0,122
